batch_id,split,time_h,load,voltage_V,surface_fraction,soluble_inventory_fraction,evidence
train_01,train,1,1.0,3.1208503071583196,0.9934279206927257,0.005714510835663404,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,2,1.0654389393592305,3.1386126099217018,0.9780738610535894,0.0011253588515094193,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,3,1.1236739606139474,3.150016268840434,1.0009349420028286,0.0008519671188256693,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,4,1.1682941969615794,3.1612641849986485,0.9750203516424572,0.0065669360137974525,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,5,1.1943875802726627,3.171064675374575,0.9801870174653259,0.005381022604400704,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,6,1.199081591550353,3.169703302276997,0.9481955516314979,0.00723966721123767,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,7,1.1818594853651363,3.1864967551360532,0.968411860407732,0.010686727696664204,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,8,1.144617176347665,3.1812253509670994,0.9642698511518201,0.011887615404571275,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,9,1.0914545253271624,3.1798293742737846,0.9495518169583634,0.0068191097686239955,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,10,1.0282240016119735,3.1704378180062815,0.9281510078714753,0.012484438973261913,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,11,0.961886407424903,3.1686675749927837,0.942334833980934,0.013423564559927017,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,12,0.899744590282331,3.1670259594626238,0.9377918200413536,0.010385335197420732,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,13,0.8486395009384143,3.1548321403959942,0.9274404639935563,0.008080187352306544,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,14,0.8141970997458476,3.164508747256566,0.9237455089199134,0.009148826642421778,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,15,0.8002090165804143,3.1597963674008382,0.9123492132522952,0.011115414309353353,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,16,0.8082151450673722,3.161934250563278,0.9000763725659636,0.009220963962060916,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,17,0.837334121686484,3.1640190801843584,0.9119165715187575,0.010226016316818435,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,18,0.8843603516511382,3.178743313395856,0.8840152805390883,0.012004838461564886,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,19,0.9441169003602148,3.1863664505224705,0.8912485398874022,0.012676152694734107,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,20,1.0100254019764345,3.1894739994716566,0.8875804058304996,0.012734272683193163,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,21,1.074830246114244,3.208972932072009,0.8995104435365228,0.009671975533500486,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,22,1.131397319743758,3.2227752017003164,0.8704563375769939,0.012148197832784133,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,23,1.1734993739237611,3.233616951235258,0.8860256118240842,0.008622168428234999,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,24,1.1965015573972746,3.2469663240930497,0.887690041839582,0.01279455786402097,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,25,1.1978716493246764,3.2475715715232005,0.8582911356723864,0.015979366093081704,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,26,1.1774588216189388,3.245807210825021,0.873751142887968,0.016828678138440602,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,27,1.1375102430226123,3.237979029602062,0.8540147571423872,0.012029321773014214,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,28,1.0824236970483514,3.2406765392861367,0.8361067451208063,0.01754641908942693,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,29,1.01826344711095,3.2414156870673105,0.8439478124630317,0.015240696405909753,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,30,0.9520926453739368,3.232792424972985,0.843430654793719,0.01363608401722106,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,31,0.891195777822126,3.2268577326519936,0.8369438813536619,0.01697290558762208,SYNTHETIC_SOFTWARE_BENCHMARK
train_01,train,32,0.8422767435553551,3.2288007404469403,0.8425724358140833,0.011805398714663094,SYNTHETIC_SOFTWARE_BENCHMARK
