frequency_hz,time_s,voltage_v,state,current_a
1,0,0,0.496614471078,0
1,0.000333333333333,0.000837757428488,0.496725461917,8.7443401013e-09
1,0.000666666666667,0.00167551118216,0.496832814043,1.74921146176e-08
1,0.001,0.00251325758622,0.496936646748,2.62431723796e-08
1,0.00133333333333,0.00335099296591,0.497037075412,3.49973695718e-08
1,0.00166666666667,0.0041887136465,0.497134211633,4.37545694291e-08
1,0.002,0.00502641595334,0.49722816335,5.25146419445e-08
1,0.00233333333333,0.00586409621186,0.497319034963,6.12774635887e-08
1,0.00266666666667,0.00670175074759,0.497406927451,7.00429170402e-08
1,0.003,0.00753937588616,0.49749193848,7.88108909266e-08
1,0.00333333333333,0.00837696795334,0.497574162516,8.75812795759e-08
1,0.00366666666667,0.00921452327504,0.497653690927,9.63539827772e-08
1,0.004,0.0100520381773,0.497730612087,1.05128905551e-07
1,0.00433333333333,0.0108895089865,0.497805011472,1.1390595793e-07
1,0.00466666666667,0.0117269320289,0.497876971755,1.22685054744e-07
1,0.005,0.0125643036313,0.497946572899,1.31466115421e-07
1,0.00533333333333,0.0134016201204,0.498013892246,1.40249063787e-07
1,0.00566666666667,0.0142388778235,0.498079004602,1.49033827882e-07
1,0.006,0.015076073068,0.498141982321,1.57820339779e-07
1,0.00633333333333,0.0159132021814,0.498202895386,1.66608535409e-07
1,0.00666666666667,0.0167502614917,0.498261811482,1.75398354396e-07
1,0.007,0.0175872473271,0.498318796079,1.84189739898e-07
1,0.00733333333333,0.0184241560163,0.498373912499,1.92982638451e-07
1,0.00766666666667,0.0192609838882,0.498427221988,2.01776999827e-07
1,0.008,0.0200977272719,0.498478783784,2.10572776887e-07
1,0.00833333333333,0.0209343824972,0.498528655183,2.19369925449e-07
1,0.00866666666667,0.021770945894,0.498576891603,2.28168404155e-07
1,0.009,0.0226074137928,0.498623546645,2.36968174348e-07
1,0.00933333333333,0.0234437825244,0.498668672153,2.45769199951e-07
1,0.00966666666667,0.0242800484202,0.498712318271,2.54571447352e-07
1,0.01,0.0251162078117,0.498754533499,2.63374885293e-07
1,0.0103333333333,0.0259522570313,0.498795364747,2.72179484765e-07
1,0.0106666666667,0.0267881924116,0.498834857388,2.80985218902e-07
1,0.011,0.0276240102858,0.498873055306,2.89792062888e-07
1,0.0113333333333,0.0284597069875,0.498910000947,2.98599993862e-07
1,0.0116666666667,0.0292952788511,0.498945735366,3.07408990825e-07
1,0.012,0.0301307222112,0.498980621041,3.16219219587e-07
1,0.0123333333333,0.0309660334032,0.499022064426,3.25035019317e-07
1,0.0126666666667,0.0318012087631,0.499074319305,3.33859293503e-07
1,0.013,0.0326362446273,0.499137029674,3.42692353786e-07
1,0.0133333333333,0.0334711373329,0.499209851411,3.51534496681e-07
1,0.0136666666667,0.0343058832178,0.499292451884,3.6038600427e-07
1,0.014,0.0351404786203,0.499384509571,3.69247144857e-07
1,0.0143333333333,0.0359749198795,0.4994857137,3.78118173605e-07
1,0.0146666666667,0.036809203335,0.499595763889,3.86999333139e-07
1,0.015,0.0376433253274,0.499714369808,3.95890854127e-07
1,0.0153333333333,0.0384772821978,0.499841250846,4.04792955833e-07
1,0.0156666666667,0.0393110702879,0.499976135792,4.13705846653e-07
1,0.016,0.0401446859405,0.500118762524,4.22629724623e-07
1,0.0163333333333,0.0409781254988,0.50026887771,4.31564777903e-07
1,0.0166666666667,0.0418113853071,0.500426236519,4.4051118525e-07
1,0.017,0.0426444617101,0.50059060234,4.49469116459e-07
1,0.0173333333333,0.0434773510537,0.50076174651,4.58438732794e-07
1,0.0176666666667,0.0443100496843,0.500939448053,4.67420187396e-07
1,0.018,0.0451425539494,0.501123493427,4.76413625676e-07
1,0.0183333333333,0.0459748601971,0.501313676278,4.85419185688e-07
1,0.0186666666667,0.0468069647767,0.501509797201,4.94436998486e-07
1,0.019,0.0476388640379,0.501711663514,5.0346718847e-07
1,0.0193333333333,0.0484705543319,0.501919089033,5.12509873713e-07
1,0.0196666666667,0.0493020320102,0.502131893861,5.21565166272e-07
1,0.02,0.0501332934257,0.502349904176,5.30633172491e-07
1,0.0203333333333,0.0509643349321,0.502572952034,5.39713993285e-07
1,0.0206666666667,0.0517951528839,0.502800875174,5.48807724413e-07
1,0.021,0.0526257436369,0.503033516828,5.57914456746e-07
1,0.0213333333333,0.0534561035476,0.503270725544,5.67034276507e-07
1,0.0216666666667,0.0542862289737,0.503512355006,5.7616726552e-07
1,0.022,0.0551161162739,0.503758263867,5.85313501429e-07
1,0.0223333333333,0.0559457618077,0.504008315583,5.94473057926e-07
1,0.0226666666667,0.0567751619361,0.504262378256,6.03646004948e-07
1,0.023,0.0576043130209,0.50452032448,6.12832408884e-07
1,0.0233333333333,0.058433211425,0.504782031192,6.22032332763e-07
1,0.0236666666667,0.0592618535124,0.505047379528,6.31245836433e-07
1,0.024,0.0600902356483,0.505316254685,6.40472976733e-07
1,0.0243333333333,0.0609183541991,0.505588545788,6.49713807661e-07
1,0.0246666666667,0.0617462055321,0.505864145756,6.58968380532e-07
1,0.025,0.0625737860161,0.506142951182,6.68236744121e-07
1,0.0253333333333,0.0634010920208,0.506424862207,6.77518944814e-07
1,0.0256666666667,0.0642281199174,0.506709782404,6.86815026739e-07
1,0.026,0.065054866078,0.506997618665,6.96125031899e-07
1,0.0263333333333,0.0658813268761,0.507288281093,7.05449000292e-07
1,0.0266666666667,0.0667074986864,0.507581682889,7.14786970032e-07
1,0.027,0.0675333778851,0.507877740258,7.24138977461e-07
1,0.0273333333333,0.0683589608493,0.508176372305,7.33505057253e-07
1,0.0276666666667,0.0691842439577,0.508477500937,7.42885242518e-07
1,0.028,0.0700092235901,0.508781050775,7.52279564899e-07
1,0.0283333333333,0.0708338961278,0.509086949061,7.61688054661e-07
1,0.0286666666667,0.0716582579534,0.509395125573,7.71110740781e-07
1,0.029,0.0724823054509,0.509705512536,7.80547651032e-07
1,0.0293333333333,0.0733060350054,0.51001804455,7.89998812057e-07
1,0.0296666666667,0.0741294430039,0.510332658502,7.99464249448e-07
1,0.03,0.0749525258343,0.510649293495,8.08943987818e-07
1,0.0303333333333,0.0757752798863,0.510967890774,8.18438050864e-07
1,0.0306666666667,0.0765977015508,0.511288393653,8.27946461436e-07
1,0.031,0.0774197872203,0.511610747449,8.37469241592e-07
1,0.0313333333333,0.0782415332888,0.511934899413,8.47006412661e-07
1,0.0316666666667,0.0790629361517,0.512260798667,8.56557995295e-07
1,0.032,0.0798839922058,0.512588396141,8.66124009519e-07
1,0.0323333333333,0.0807046978496,0.512917644514,8.75704474783e-07
1,0.0326666666667,0.0815250494832,0.513248498154,8.85299410003e-07
1,0.033,0.082345043508,0.513580913064,8.94908833613e-07
1,0.0333333333333,0.0831646763271,0.513914846826,9.04532763594e-07
1,0.0336666666667,0.0839839443453,0.514250258548,9.14171217526e-07
1,0.034,0.0848028439688,0.514587108814,9.23824212614e-07
1,0.0343333333333,0.0856213716056,0.514925359633,9.33491765726e-07
1,0.0346666666667,0.0864395236651,0.515264974397,9.43173893428e-07
1,0.035,0.0872572965586,0.515605917825,9.5287061201e-07
1,0.0353333333333,0.0880746866989,0.515948155928,9.62581937518e-07
1,0.0356666666667,0.0888916905006,0.51629165596,9.72307885777e-07
1,0.036,0.0897083043798,0.51663638638,9.8204847242e-07
1,0.0363333333333,0.0905245247544,0.516982316807,9.91803712908e-07
1,0.0366666666667,0.0913403480443,0.517329417985,1.00157362256e-06
1,0.037,0.0921557706706,0.517677661745,1.01135821655e-06
1,0.0373333333333,0.0929707890567,0.518027020967,1.02115750997e-06
1,0.0376666666667,0.0937853996274,0.518377469543,1.03097151779e-06
1,0.038,0.0945995988095,0.518728982347,1.04080025493e-06
1,0.0383333333333,0.0954133830314,0.5190815352,1.05064373623e-06
1,0.0386666666667,0.0962267487236,0.519435104835,1.0605019765e-06
