retention_time_min,uv_mAU
0,0.4246381382
0.01,0.4454154743
0.02,0.4325335742
0.03,0.4076831349
0.04,0.4477778293
0.05,0.4360258315
0.06,0.4404787569
0.07,0.3985459428
0.08,0.4966014306
0.09,0.3948161204
0.1,0.4361207975
0.11,0.4176880537
0.12,0.4209136827
0.13,0.4260552605
0.14,0.4293449112
0.15,0.4003352939
0.16,0.4170320079
0.17,0.4510559829
0.18,0.4272954684
0.19,0.4459605969
0.2,0.4828193809
0.21,0.4287943135
0.22,0.4004795662
0.23,0.4599730984
0.24,0.4492846891
0.25,0.4257879649
0.26,0.4597337651
0.27,0.4204063241
0.28,0.4011977131
0.29,0.4622173103
0.3,0.4533895353
0.31,0.4495107509
0.32,0.4253260483
0.33,0.440276602
0.34,0.3999804918
0.35,0.4384480115
0.36,0.380338653
0.37,0.4138221899
0.38,0.4800185011
0.39,0.4319541125
0.4,0.3916610957
0.41,0.4310895526
0.42,0.4750232575
0.43,0.4250163304
0.44,0.4473222924
0.45,0.4502666367
0.46,0.4237038025
0.47,0.3786135557
0.48,0.4442505841
0.49,0.4427389498
0.5,0.4241181153
0.51,0.4318076986
0.52,0.442174453
0.53,0.4658136855
0.54,0.4922486715
0.55,0.388202779
0.56,0.3704697761
0.57,0.4672111066
0.58,0.4193070008
0.59,0.476120173
0.6,0.410307518
0.61,0.4307034614
0.62,0.4602156461
0.63,0.405103116
0.64,0.4343570655
0.65,0.4422036867
0.66,0.4101453265
0.67,0.4234261397
0.68,0.4314486415
0.69,0.4550392949
0.7,0.4218826921
0.71,0.4282268285
0.72,0.4248628296
0.73,0.4602881339
0.74,0.4473803476
0.75,0.4295113197
0.76,0.4276338988
0.77,0.4700759854
0.78,0.4316278366
0.79,0.4320397706
0.8,0.4347171442
0.81,0.4747953578
0.82,0.4159750559
0.83,0.4343129134
0.84,0.4857423088
0.85,0.4222606825
0.86,0.4260115454
0.87,0.4103545887
0.88,0.4710064198
0.89,0.4506881792
0.9,0.4274623341
0.91,0.4497611226
0.92,0.450419264
0.93,0.4714879004
0.94,0.4292398569
0.95,0.4857314245
0.96,0.4369333449
0.97,0.4763675009
0.98,0.4296116683
0.99,0.4484368714
1,0.4601798135
1.01,0.4840968253
1.02,0.5225763702
1.03,0.4560513763
1.04,0.4738041485
1.05,0.5127489039
1.06,0.4878786182
1.07,0.4956450907
1.08,0.4583310999
1.09,0.4407833812
1.1,0.45343366
1.11,0.5133561153
1.12,0.4715325597
1.13,0.4560660388
1.14,0.4910511101
1.15,0.5491824918
1.16,0.4305153073
1.17,0.4775044196
1.18,0.4661983544
1.19,0.4738620432
1.2,0.4943594297
1.21,0.4721230861
1.22,0.4866994396
1.23,0.5029298614
1.24,0.5219620278
1.25,0.5272448588
1.26,0.4877978141
1.27,0.4797847704
1.28,0.5665964641
1.29,0.5247035674
1.3,0.5149996858
1.31,0.509683383
1.32,0.524501487
1.33,0.530882431
1.34,0.5181401152
1.35,0.5013548387
1.36,0.519376823
1.37,0.5362681181
1.38,0.5019681716
1.39,0.5757435181
1.4,0.5271405448
1.41,0.5822996697
1.42,0.5726297233
1.43,0.602042034
1.44,0.5878651145
1.45,0.5729927109
1.46,0.5836839339
1.47,0.6221191318
1.48,0.6077921276
1.49,0.5984916491
1.5,0.5886157746
1.51,0.6118088002
1.52,0.631161436
1.53,0.6342883645
1.54,0.6542697462
1.55,0.7288968292
1.56,0.7873927004
1.57,0.846368075
1.58,0.9616492502
1.59,1.02359128
1.6,1.236956369
1.61,1.475900707
1.62,1.837722204
1.63,2.264163364
1.64,2.85958264
1.65,3.608244164
1.66,4.492707368
1.67,5.578798234
1.68,6.850617341
1.69,8.247181558
1.7,9.879986453
1.71,11.57481217
1.72,13.32418676
1.73,15.04641143
1.74,16.65137356
1.75,17.97655833
1.76,19.07133406
1.77,19.75262862
1.78,19.94965569
1.79,19.80876233
1.8,19.13434855
1.81,18.12342077
1.82,16.73882179
1.83,15.19378698
1.84,13.52872628
1.85,11.78074839
1.86,10.07093235
1.87,8.487169714
1.88,7.007433527
1.89,5.720770678
1.9,4.606861931
1.91,3.688549852
1.92,2.925858326
1.93,2.397267155
1.94,1.890593759
1.95,1.520916159
1.96,1.32783432
1.97,1.124647061
1.98,0.981057429
1.99,0.859105978
2,0.8149994592
2.01,0.7384140442
2.02,0.7339137922
2.03,0.6777176985
2.04,0.6900948534
2.05,0.6506744076
2.06,0.7069839958
2.07,0.7110575132
2.08,0.6025193361
2.09,0.665584616
2.1,0.6076770753
2.11,0.6175484966
2.12,0.6083338283
2.13,0.6298325415
2.14,0.6150180761
2.15,0.587138871
2.16,0.6131373211
2.17,0.5931284054
2.18,0.6275088294
2.19,0.5826697506
2.2,0.5858183059
2.21,0.5585032213
2.22,0.6049117877
2.23,0.583151007
2.24,0.6163024947
2.25,0.5388024763
2.26,0.5976336153
2.27,0.5931343752
2.28,0.5695178379
2.29,0.5690122921
2.3,0.5603871099
2.31,0.5927181637
2.32,0.5897561398
2.33,0.5926081989
2.34,0.5647264235
2.35,0.563901134
2.36,0.6121273877
2.37,0.5828060204
2.38,0.6128918595
2.39,0.5773502718
2.4,0.5626246682
2.41,0.5666075667
2.42,0.5664248922
2.43,0.5968403102
2.44,0.5493762392
2.45,0.6108169
2.46,0.6133397581
2.47,0.5987217054
2.48,0.6127226815
2.49,0.5998886037
2.5,0.6224379273
2.51,0.5769892523
