retention_time_min,uv_mAU
0,0.7638250942
0.01,0.7660302182
0.02,0.7414306316
0.03,0.7972569348
0.04,0.7536867188
0.05,0.7466958814
0.06,0.7150241434
0.07,0.7560771034
0.08,0.7546206505
0.09,0.765800579
0.1,0.7740159496
0.11,0.7877772741
0.12,0.7184635236
0.13,0.7509067837
0.14,0.7531569318
0.15,0.7384843106
0.16,0.7228429981
0.17,0.7607078679
0.18,0.7856681835
0.19,0.8050803191
0.2,0.7819060098
0.21,0.72958808
0.22,0.7582767963
0.23,0.799289478
0.24,0.7771248482
0.25,0.7423498127
0.26,0.8022087545
0.27,0.7593308953
0.28,0.7694165985
0.29,0.7221462812
0.3,0.74281646
0.31,0.8023637443
0.32,0.7422838673
0.33,0.7802492649
0.34,0.7737109101
0.35,0.7755481824
0.36,0.7855707656
0.37,0.7834942848
0.38,0.7906314028
0.39,0.7443016417
0.4,0.7757668874
0.41,0.7157305648
0.42,0.7509008094
0.43,0.8113518049
0.44,0.7752437727
0.45,0.7492269251
0.46,0.7516449568
0.47,0.7313310119
0.48,0.7815250166
0.49,0.7524351809
0.5,0.7888959924
0.51,0.7363508603
0.52,0.7691776601
0.53,0.7387128296
0.54,0.7467659757
0.55,0.7851803386
0.56,0.7378410851
0.57,0.7324642674
0.58,0.7883549566
0.59,0.7744031783
0.6,0.7673124366
0.61,0.7473552667
0.62,0.7661749041
0.63,0.7417109181
0.64,0.778035866
0.65,0.7212607614
0.66,0.754736601
0.67,0.7659992015
0.68,0.8387365245
0.69,0.7654551848
0.7,0.7818636769
0.71,0.7911672239
0.72,0.7721178952
0.73,0.7797798567
0.74,0.8147713259
0.75,0.8038072072
0.76,0.7930681678
0.77,0.7967789612
0.78,0.7710006042
0.79,0.7412454838
0.8,0.8086614384
0.81,0.8130119206
0.82,0.8581804421
0.83,0.793626644
0.84,0.8111522658
0.85,0.7611828358
0.86,0.7838788919
0.87,0.782507361
0.88,0.8236670408
0.89,0.8184336689
0.9,0.8034597329
0.91,0.8007701621
0.92,0.7931048981
0.93,0.8478467445
0.94,0.7669475477
0.95,0.8214913532
0.96,0.8225341339
0.97,0.8524479323
0.98,0.7879022179
0.99,0.8174274421
1,0.806791507
1.01,0.7846613108
1.02,0.8110353142
1.03,0.8387923043
1.04,0.8426420158
1.05,0.8572951924
1.06,0.7882686431
1.07,0.825892568
1.08,0.8185826032
1.09,0.814082329
1.1,0.8275644656
1.11,0.8384767446
1.12,0.8363478773
1.13,0.8290180327
1.14,0.8436142611
1.15,0.8552937084
1.16,0.8804423007
1.17,0.8342180549
1.18,0.7988667944
1.19,0.8613553456
1.2,0.8033718799
1.21,0.8560031138
1.22,0.8533650553
1.23,0.8920243546
1.24,0.8928546199
1.25,0.8708488666
1.26,0.8570047025
1.27,0.8659324412
1.28,0.9076667898
1.29,0.852224329
1.3,0.8685399759
1.31,0.8859096042
1.32,0.8813175539
1.33,0.8635890277
1.34,0.8951106507
1.35,0.9213523374
1.36,0.8967933592
1.37,0.8603693756
1.38,0.931907527
1.39,0.941114716
1.4,0.9516954079
1.41,0.9306928611
1.42,0.8966172818
1.43,0.958601012
1.44,0.9550958325
1.45,0.9362259952
1.46,0.9229228703
