retention_time_min,uv_mAU
0,0.4189685871
0.01,0.4147846895
0.02,0.3680160641
0.03,0.4139529202
0.04,0.3869995666
0.05,0.4308234313
0.06,0.3798465006
0.07,0.4162674873
0.08,0.4266097273
0.09,0.3961804503
0.1,0.4150005664
0.11,0.3915346613
0.12,0.4302818856
0.13,0.4362275402
0.14,0.4058031851
0.15,0.3590222486
0.16,0.4302062757
0.17,0.393303936
0.18,0.4213095427
0.19,0.3534604077
0.2,0.4101591572
0.21,0.3863076584
0.22,0.4766164635
0.23,0.429193319
0.24,0.4138060878
0.25,0.4254437292
0.26,0.4160018035
0.27,0.3981033371
0.28,0.3646947509
0.29,0.3914579634
0.3,0.4216446799
0.31,0.4485872367
0.32,0.4010519448
0.33,0.3886785859
0.34,0.4511966533
0.35,0.3746727448
0.36,0.451267852
0.37,0.3910275338
0.38,0.4416360734
0.39,0.4376844376
0.4,0.4176939444
0.41,0.3865679322
0.42,0.4352096136
0.43,0.4425934838
0.44,0.4511718351
0.45,0.4370553125
0.46,0.3769073162
0.47,0.4515639878
0.48,0.4125201861
0.49,0.4227689216
0.5,0.422375187
0.51,0.4186153386
0.52,0.424356659
0.53,0.4304119707
0.54,0.4360808324
0.55,0.4043249379
0.56,0.4096121865
0.57,0.4232119714
0.58,0.4432745841
0.59,0.4497652921
0.6,0.4264586801
0.61,0.401303007
0.62,0.4198944112
0.63,0.3925046877
0.64,0.3950160136
0.65,0.4413295149
0.66,0.4217959609
0.67,0.4761015975
0.68,0.4310781794
0.69,0.4419633401
0.7,0.4391962978
0.71,0.4620178533
0.72,0.432648213
0.73,0.4680609264
0.74,0.4621717447
0.75,0.4644398832
0.76,0.4434866081
0.77,0.4126976913
0.78,0.4698857974
0.79,0.4220920053
0.8,0.4114336401
0.81,0.4763912457
0.82,0.4627388459
0.83,0.4491222053
0.84,0.4609654986
0.85,0.4456626941
0.86,0.4723236109
0.87,0.4615426319
0.88,0.4543028936
0.89,0.4683421759
0.9,0.4840137692
0.91,0.4699631111
0.92,0.4324804883
0.93,0.4849690013
0.94,0.4703003235
0.95,0.4933196536
0.96,0.4622280532
0.97,0.4984232497
0.98,0.5437220022
0.99,0.500301495
1,0.4758628179
1.01,0.5245931118
1.02,0.5032220471
1.03,0.4827285794
1.04,0.4536616898
1.05,0.4630489724
1.06,0.4918935181
1.07,0.5107260485
1.08,0.5065403813
1.09,0.4436063217
1.1,0.5158930316
1.11,0.5156544742
1.12,0.5142748433
1.13,0.5564415502
1.14,0.5230114119
1.15,0.5313396297
1.16,0.5279312537
1.17,0.5756865629
1.18,0.5638386183
1.19,0.601831712
1.2,0.529715446
1.21,0.593805021
1.22,0.5721849925
1.23,0.5723799341
1.24,0.5809811419
1.25,0.6050933027
1.26,0.5792505139
1.27,0.5964807287
1.28,0.5720695206
1.29,0.6201902584
1.3,0.6292402998
1.31,0.6400335665
1.32,0.672422248
1.33,0.6416993576
1.34,0.6544591085
1.35,0.6986461378
1.36,0.6784087651
1.37,0.7034389252
1.38,0.6716102393
1.39,0.7028525226
1.4,0.7022693848
1.41,0.7361845897
1.42,0.7542866626
1.43,0.7546044805
1.44,0.7907181351
1.45,0.8797073514
1.46,0.8679409182
1.47,0.8688249605
1.48,0.8931113526
1.49,0.9101549113
1.5,0.9572585758
1.51,0.9944874764
1.52,1.050922907
1.53,1.061705361
1.54,1.109292277
1.55,1.195231809
1.56,1.19868924
1.57,1.319182426
1.58,1.397680806
1.59,1.492974527
1.6,1.643305583
1.61,1.800160315
1.62,2.066603751
1.63,2.393465371
1.64,2.903359286
1.65,3.48051974
1.66,4.290093509
1.67,5.344506888
1.68,6.801178029
1.69,8.472558595
1.7,10.63944119
1.71,13.31394615
1.72,16.37950736
1.73,19.9203253
1.74,23.91670449
1.75,28.25711551
1.76,32.74923564
1.77,37.35812635
1.78,41.79041887
1.79,45.8752907
1.8,49.23635926
1.81,51.83318656
1.82,53.34558884
1.83,53.62548267
1.84,52.66238399
1.85,50.50246867
1.86,47.53129465
1.87,43.69915358
1.88,39.35456108
1.89,34.89844369
1.9,30.2688305
1.91,25.82462737
1.92,21.68977321
1.93,18.01179797
1.94,14.65978061
1.95,11.8453091
1.96,9.490773843
1.97,7.532171168
1.98,5.99026706
1.99,4.771034274
2,3.851749372
2.01,3.190038408
2.02,2.662808437
2.03,2.216832668
2.04,1.968705543
2.05,1.7643498
2.06,1.59621805
2.07,1.453235398
2.08,1.395732167
2.09,1.316225165
2.1,1.247689979
2.11,1.136468653
2.12,1.170679934
2.13,1.13870361
2.14,1.096422914
2.15,1.065339328
2.16,0.9893982949
2.17,0.9954248839
2.18,0.9605423059
2.19,0.962486218
2.2,0.8818446949
2.21,0.9171657822
2.22,0.8943830476
2.23,0.8341647957
2.24,0.8842354834
2.25,0.8044480201
2.26,0.778749947
2.27,0.8168792117
2.28,0.7734831456
2.29,0.7955477752
2.3,0.7633233009
2.31,0.8098138825
2.32,0.7796009579
2.33,0.7030451863
2.34,0.742733598
2.35,0.7650081473
2.36,0.7355983422
2.37,0.6997706283
2.38,0.7183843209
2.39,0.7390747456
2.4,0.6903456968
2.41,0.6848290919
2.42,0.667313465
2.43,0.6444558518
2.44,0.6781211376
2.45,0.6793867109
2.46,0.7206662096
2.47,0.6572529115
2.48,0.6958729728
2.49,0.6896643117
2.5,0.6998639776
2.51,0.6676882969
2.52,0.7046816776
2.53,0.7203325873
2.54,0.7073751199
2.55,0.703088556
2.56,0.6240813799
2.57,0.653573207
2.58,0.6949230888
2.59,0.6896780315
2.6,0.6990029266
2.61,0.7191292656
2.62,0.6979202103
2.63,0.6546141544
2.64,0.686572724
2.65,0.7166757156
2.66,0.7139914292
2.67,0.7251889445
2.68,0.7278150793
2.69,0.7265696306
2.7,0.6905559883
2.71,0.7195391448
2.72,0.7038153514
2.73,0.6830468856
2.74,0.7248151191
2.75,0.7664769682
2.76,0.7371486037
2.77,0.7236381979
2.78,0.7360447941
2.79,0.7385124658
2.8,0.7584437161
2.81,0.7490188667
2.82,0.7337394007
2.83,0.7447044534
2.84,0.7592323575
2.85,0.7263031267
2.86,0.801856248
2.87,0.7409956642
2.88,0.8236518365
2.89,0.7862422054
2.9,0.8182736638
2.91,0.7693946577
2.92,0.7861286725
2.93,0.8149422247
2.94,0.8073907572
2.95,0.8266410712
2.96,0.8363804755
2.97,0.8814558101
2.98,0.8047494753
2.99,0.871294524
3,0.8361831811
3.01,0.8328770403
3.02,0.9304869464
3.03,0.9472456407
3.04,0.9792933372
3.05,0.8925622251
3.06,0.9274713051
3.07,0.950751147
3.08,0.9122684001
3.09,0.9791221114
3.1,0.974227491
3.11,0.9462655167
3.12,0.9698883105
3.13,1.015532842
3.14,1.036178124
3.15,1.038473464
3.16,1.071862369
3.17,1.094542457
3.18,1.081216795
3.19,1.067753141
3.2,1.127849881
3.21,1.123591472
3.22,1.137981887
3.23,1.183858062
3.24,1.236898393
3.25,1.245717511
3.26,1.254107268
3.27,1.304306685
3.28,1.331558871
3.29,1.359362114
3.3,1.370432505
3.31,1.410139389
3.32,1.446316231
3.33,1.497691292
3.34,1.51217291
3.35,1.555077098
3.36,1.597932862
3.37,1.716047217
3.38,1.713083642
3.39,1.812724383
3.4,1.829789637
3.41,1.906954539
3.42,2.002918089
3.43,2.126679245
3.44,2.238257611
3.45,2.404278932
3.46,2.676796472
3.47,3.014385432
3.48,3.434955242
3.49,4.036870444
3.5,4.883349058
3.51,6.067532809
3.52,7.546180494
3.53,9.422754888
3.54,11.74897269
3.55,14.55484618
3.56,17.64804697
3.57,21.04398913
3.58,24.6184272
3.59,28.10688285
3.6,31.27715421
3.61,33.80302005
3.62,35.56630877
3.63,36.2863703
3.64,35.8080864
3.65,34.40208745
3.66,32.02122648
3.67,29.06455238
3.68,25.79382232
3.69,22.49052134
3.7,19.23255497
3.71,16.29318723
3.72,13.70098801
3.73,11.56659161
3.74,9.848500843
3.75,8.527529781
3.76,7.623332421
3.77,7.078884231
3.78,6.699602327
3.79,6.546864896
3.8,6.53317876
3.81,6.649647499
3.82,6.88180948
3.83,7.193426727
3.84,7.549307353
3.85,7.971208352
3.86,8.448418335
3.87,9.051037527
3.88,9.857859152
3.89,10.7298017
3.9,11.92361562
3.91,13.48194469
3.92,15.63523802
3.93,18.59463164
3.94,22.83584056
3.95,28.84809551
3.96,37.30247163
3.97,48.96341011
3.98,64.82106628
3.99,85.85061364
4,112.8969848
4.01,146.7041822
4.02,187.5438979
4.03,235.3440598
4.04,289.0782919
4.05,347.0019011
4.06,406.7146202
4.07,464.7471381
4.08,517.2229299
4.09,559.9008504
4.1,588.6183115
4.11,600.3675969
4.12,593.4488086
4.13,569.0442836
4.14,529.6147331
4.15,479.3002445
4.16,422.2903759
4.17,362.6887205
4.18,304.0188959
4.19,248.952872
4.2,199.4589257
4.21,156.7245444
4.22,121.032413
4.23,92.24603255
4.24,69.67302948
4.25,52.61466992
4.26,39.86126136
4.27,30.64790913
4.28,24.0585235
4.29,19.34544677
4.3,16.05343357
4.31,13.71297291
4.32,11.95231665
4.33,10.7181607
4.34,9.716416312
4.35,8.911429355
4.36,8.300135623
4.37,7.642835586
4.38,7.174505521
4.39,6.714476872
4.4,6.296970776
4.41,5.959376132
4.42,5.596655978
4.43,5.265785116
4.44,4.956420497
4.45,4.763936806
4.46,4.54419535
4.47,4.328381403
4.48,4.119517312
4.49,3.938896054
4.5,3.796744764
4.51,3.586585818
4.52,3.440699541
4.53,3.283671146
4.54,3.172123659
4.55,3.015400219
4.56,2.975174093
4.57,2.825157741
4.58,2.760390903
4.59,2.678998284
4.6,2.550441024
4.61,2.509159684
4.62,2.420892599
4.63,2.367805588
4.64,2.304426037
4.65,2.182579284
4.66,2.184473312
4.67,2.153331639
4.68,2.033692959
4.69,1.9955589
4.7,1.981960994
4.71,1.907752151
4.72,1.886898346
4.73,1.816276496
4.74,1.801823993
4.75,1.731948345
4.76,1.736114583
4.77,1.697233686
4.78,1.644695471
4.79,1.565464282
4.8,1.556675272
4.81,1.584566387
4.82,1.555676962
4.83,1.539044275
4.84,1.595152632
4.85,1.47350587
4.86,1.484742872
4.87,1.52962793
4.88,1.506081109
4.89,1.515342623
4.9,1.478783021
4.91,1.448197895
4.92,1.492010876
4.93,1.493278482
4.94,1.521160333
4.95,1.532176546
4.96,1.56332428
4.97,1.541558182
4.98,1.658772048
4.99,1.738627938
5,1.864755792
5.01,2.042545997
5.02,2.258022833
5.03,2.510170186
5.04,2.801062983
5.05,3.238358209
5.06,3.704313576
5.07,4.32732884
5.08,5.01782268
5.09,5.737213089
5.1,6.612152634
5.11,7.550719196
5.12,8.682402162
5.13,9.784482856
5.14,10.95177563
5.15,12.02169862
5.16,13.16299644
5.17,14.09672494
5.18,14.98630414
5.19,15.63144763
5.2,16.14448675
5.21,16.36614497
5.22,16.2876309
5.23,15.96006638
5.24,15.400903
5.25,14.64542145
5.26,13.72049872
5.27,12.71247587
5.28,11.63499757
5.29,10.45140019
5.3,9.332718748
5.31,8.257630736
5.32,7.186745044
5.33,6.208642219
5.34,5.324543261
5.35,4.588921997
5.36,3.97908522
5.37,3.406466992
5.38,2.906382484
5.39,2.515163382
5.4,2.211780716
5.41,1.965900772
5.42,1.805963164
5.43,1.604612021
5.44,1.489803333
5.45,1.388598432
5.46,1.28679081
5.47,1.233437155
5.48,1.200975753
5.49,1.228320587
5.5,1.197555563
5.51,1.123173125
5.52,1.138100115
5.53,1.155295628
5.54,1.113311408
5.55,1.114973235
5.56,1.124507879
5.57,1.125564066
5.58,1.123924175
5.59,1.102081134
5.6,1.080286673
5.61,1.106953144
5.62,1.104933535
5.63,1.106351925
5.64,1.124175161
5.65,1.155446746
5.66,1.124828924
5.67,1.191960015
5.68,1.126426742
5.69,1.176354227
5.7,1.218676935
5.71,1.250454423
5.72,1.273414679
5.73,1.215267409
5.74,1.23107089
5.75,1.294518999
5.76,1.306452282
5.77,1.327391259
5.78,1.378580289
5.79,1.395773851
5.8,1.44068547
5.81,1.472548212
5.82,1.489258387
5.83,1.542491883
5.84,1.577228555
5.85,1.610936398
5.86,1.737380514
5.87,1.796141201
5.88,1.851892803
5.89,1.874268686
5.9,1.943003708
5.91,2.05351393
5.92,2.13790721
5.93,2.266920868
5.94,2.348333451
5.95,2.43224646
5.96,2.688370775
5.97,2.809297537
5.98,3.045918911
5.99,3.303700919
6,3.614195478
6.01,4.034364722
6.02,4.577680708
6.03,5.37203596
6.04,6.433088923
6.05,7.764935538
6.06,9.642579526
6.07,12.11174844
6.08,15.34751208
6.09,19.50041782
6.1,24.79171107
6.11,31.17875157
6.12,39.00087411
6.13,48.06997201
6.14,58.50818739
6.15,70.06284412
6.16,82.55611766
6.17,95.60577166
6.18,108.5996433
6.19,121.1037224
6.2,132.3130323
6.21,141.7217842
6.22,148.3515462
6.23,151.9315774
6.24,151.8915915
6.25,148.4480207
6.26,141.8320623
6.27,132.4979548
6.28,121.2652867
6.29,108.8605687
6.3,95.78251287
6.31,82.68681712
6.32,70.22253338
6.33,58.61869914
6.34,48.2157473
6.35,39.11634201
6.36,31.28997067
6.37,24.81031321
6.38,19.58366304
6.39,15.35870838
6.4,12.09405273
6.41,9.668767645
6.42,7.711465759
6.43,6.326681189
6.44,5.274778678
6.45,4.574035568
6.46,3.975247168
6.47,3.51384991
6.48,3.177211734
6.49,2.905217507
6.5,2.646397618
6.51,2.554428018
6.52,2.413344184
6.53,2.256151735
6.54,2.145375591
6.55,2.063827563
6.56,1.919605391
6.57,1.850688939
6.58,1.81174665
6.59,1.684491368
6.6,1.628831604
6.61,1.572654364
6.62,1.458959991
6.63,1.4573303
6.64,1.4270869
6.65,1.30307739
6.66,1.283653283
6.67,1.280758983
6.68,1.234327703
6.69,1.219797626
6.7,1.173550554
6.71,1.137253933
6.72,1.104434026
6.73,1.090463145
6.74,1.023884343
6.75,1.000313512
6.76,1.008682291
6.77,0.9965293836
6.78,0.9388203241
6.79,0.9072061255
6.8,0.8697125395
6.81,0.8830384514
6.82,0.8555981079
6.83,0.8354298851
6.84,0.8474368385
6.85,0.8468192046
6.86,0.8104929611
6.87,0.7552455469
6.88,0.7546967852
6.89,0.7417036868
6.9,0.7160866071
6.91,0.7352101193
6.92,0.6756454431
6.93,0.6981075085
6.94,0.7092954761
6.95,0.6561733435
6.96,0.6440489482
6.97,0.6553132265
6.98,0.6229084916
6.99,0.636958426
7,0.6681474875
7.01,0.6827491382
7.02,0.6008858084
7.03,0.6610447643
7.04,0.5583063034
7.05,0.6250384743
7.06,0.5515496718
7.07,0.6145800746
7.08,0.573873933
7.09,0.5855180145
7.1,0.5829668841
7.11,0.5407190633
7.12,0.5525017454
7.13,0.5573921428
7.14,0.5502423051
7.15,0.5460773105
7.16,0.5992065161
7.17,0.5299899896
7.18,0.5222611181
7.19,0.5531071119
7.2,0.5572107601
