state_time_s,pre_midpoint_v,post_midpoint_v,junction_midpoint_v,state
0.0264,0,0,0,0.5
0.02645,0,0,0,0.5
0.0265,0,0,0,0.5
0.02655,0,0,0,0.5
0.0266,0,0,0,0.5
0.02665,0,0,0,0.5
0.0267,0,0,0,0.5
0.02675,0,0,0,0.5
0.0268,0,0,0,0.5
0.02685,0,0,0,0.5
0.0269,0,0,0,0.5
0.02695,0,0,0,0.5
0.027,0,0,0,0.5
0.02705,0,0,0,0.5
0.0271,0,0,0,0.5
0.02715,0,0,0,0.5
0.0272,0,0,0,0.5
0.02725,0,0,0,0.5
0.0273,0,0,0,0.5
0.02735,0,0,0,0.5
0.0274,0,0,0,0.5
0.02745,0,0,0,0.5
0.0275,0,0,0,0.5
0.02755,0,0,0,0.5
0.0276,0,0,0,0.5
0.02765,0,0,0,0.5
0.0277,0,0,0,0.5
0.02775,0,0,0,0.5
0.0278,0,0,0,0.5
0.02785,0,0,0,0.5
0.0279,0,0,0,0.5
0.02795,0,0,0,0.5
0.028,0,0,0,0.5
0.02805,0,0,0,0.5
0.0281,0,0,0,0.5
0.02815,0,0,0,0.5
0.0282,0,0,0,0.5
0.02825,0,0,0,0.5
0.0283,0,0,0,0.5
0.02835,0,0,0,0.5
0.0284,0,0,0,0.5
0.02845,0,0,0,0.5
0.0285,0,0,0,0.5
0.02855,0,0,0,0.5
0.0286,0,0,0,0.5
0.02865,0,0,0,0.5
0.0287,0,0,0,0.5
0.02875,0,0,0,0.5
0.0288,0,0,0,0.5
0.02885,0,0,0,0.5
0.0289,0,0,0,0.5
0.02895,0,0,0,0.5
0.029,0,0,0,0.5
0.02905,0,0,0,0.5
0.0291,0,0,0,0.5
0.02915,0,0,0,0.5
0.0292,0,0,0,0.5
0.02925,0,0,0,0.5
0.0293,0,0,0,0.5
0.02935,0,0,0,0.5
0.0294,0,0,0,0.5
0.02945,0,0,0,0.5
0.0295,0,0,0,0.5
0.02955,0,0,0,0.5
0.0296,0,0,0,0.5
0.02965,0,0,0,0.5
0.0297,0,0,0,0.5
0.02975,0,0,0,0.5
0.0298,0,0,0,0.5
0.02985,0,0,0,0.5
0.0299,0,0,0,0.5
0.02995,0,0,0,0.5
0.03,0,0,0,0.5
0.03005,0,0,0,0.5
0.0301,0,0,0,0.5
0.03015,0,0,0,0.5
0.0302,0,0,0,0.5
0.03025,0,0,0,0.5
0.0303,0,0,0,0.5
0.03035,0,0,0,0.5
0.0304,0,0,0,0.5
0.03045,0,0,0,0.5
0.0305,0,0,0,0.5
0.03055,0,0,0,0.5
0.0306,0,0,0,0.5
0.03065,0,0,0,0.5
0.0307,0,0,0,0.5
0.03075,0,0,0,0.5
0.0308,0,0,0,0.5
0.03085,0,0,0,0.5
0.0309,0,0,0,0.5
0.03095,0,0,0,0.5
0.031,0,0,0,0.5
0.03105,0,0,0,0.5
0.0311,0,0,0,0.5
0.03115,0,0,0,0.5
0.0312,0,0,0,0.5
0.03125,0,0,0,0.5
0.0313,0,0,0,0.5
0.03135,0,0,0,0.5
0.0314,0,0,0,0.5
0.03145,0,0,0,0.5
0.0315,0,0,0,0.5
0.03155,0,0,0,0.5
0.0316,0,0,0,0.5
0.03165,0,0,0,0.5
0.0317,0,0,0,0.5
0.03175,0,0,0,0.5
0.0318,0,0,0,0.5
0.03185,0,0,0,0.5
0.0319,0,0,0,0.5
0.03195,0,0,0,0.5
0.032,0,0,0,0.5
0.03205,0,0,0,0.5
0.0321,0,0,0,0.5
0.03215,0,0,0,0.5
0.0322,0,0,0,0.5
0.03225,0,0,0,0.5
0.0323,0,0,0,0.5
0.03235,0,0,0,0.5
0.0324,0,0,0,0.5
0.03245,0,0,0,0.5
0.0325,0,0,0,0.5
0.03255,0,0,0,0.5
0.0326,0,0,0,0.5
0.03265,0,0,0,0.5
0.0327,0,0,0,0.5
0.03275,0,0,0,0.5
0.0328,0,0,0,0.5
0.03285,0,0,0,0.5
0.0329,0,0,0,0.5
0.03295,0,0,0,0.5
0.033,0,0,0,0.5
0.03305,0,0,0,0.5
0.0331,0,0,0,0.5
0.03315,0,0,0,0.5
0.0332,0,0,0,0.5
0.03325,0,0,0,0.5
0.0333,0,0,0,0.5
0.03335,0,0,0,0.5
0.0334,0,0,0,0.5
0.03345,0,0,0,0.5
0.0335,0,0,0,0.5
0.03355,0,0,0,0.5
0.0336,0,0,0,0.5
0.03365,0,0,0,0.5
0.0337,0,0,0,0.5
0.03375,0,0,0,0.5
0.0338,0,0,0,0.5
0.03385,0,0,0,0.5
0.0339,0,0,0,0.5
0.03395,0,0,0,0.5
0.034,0,0,0,0.5
0.03405,0,0,0,0.5
0.0341,0,0,0,0.5
0.03415,0,0,0,0.5
0.0342,0,0,0,0.5
0.03425,0,0,0,0.5
0.0343,0,0,0,0.5
0.03435,0,0,0,0.5
0.0344,0,0,0,0.5
0.03445,0,0,0,0.5
0.0345,0,0,0,0.5
0.03455,0,0,0,0.5
0.0346,0,0,0,0.5
0.03465,0,0,0,0.5
0.0347,0,0,0,0.5
0.03475,0,0,0,0.5
0.0348,0,0,0,0.5
0.03485,0,0,0,0.5
0.0349,0,0,0,0.5
0.03495,0,0,0,0.5
0.035,0,0,0,0.5
0.03505,0,0,0,0.5
0.0351,0,0,0,0.5
0.03515,0,0,0,0.5
0.0352,0,0,0,0.5
0.03525,0,0,0,0.5
0.0353,0,0,0,0.5
0.03535,0,0,0,0.5
0.0354,0,0,0,0.5
0.03545,0,0,0,0.5
0.0355,0,0,0,0.5
0.03555,0,0,0,0.5
0.0356,0,0,0,0.5
0.03565,0,0,0,0.5
0.0357,0,0,0,0.5
0.03575,0,0,0,0.5
0.0358,0,0,0,0.5
0.03585,0,0,0,0.5
0.0359,0,0,0,0.5
0.03595,0,0,0,0.5
0.036,0,0,0,0.5
0.03605,0,0,0,0.5
0.0361,0,0,0,0.5
0.03615,0,0,0,0.5
0.0362,0,0,0,0.5
0.03625,0,0,0,0.5
0.0363,0,0,0,0.5
0.03635,0,0,0,0.5
0.0364,0,0,0,0.5
0.03645,0,0,0,0.5
0.0365,0,0,0,0.5
0.03655,0,0,0,0.5
0.0366,0,0,0,0.5
0.03665,0,0,0,0.5
0.0367,0,0,0,0.5
0.03675,0,0,0,0.5
0.0368,0,0,0,0.5
0.03685,0,0,0,0.5
0.0369,0,0,0,0.5
0.03695,0,0,0,0.5
0.037,0,0,0,0.5
0.03705,0,0,0,0.5
0.0371,0,0,0,0.5
0.03715,0,0,0,0.5
0.0372,0,0,0,0.5
0.03725,0,0,0,0.5
0.0373,0,0,0,0.5
0.03735,0,0,0,0.5
0.0374,0,0,0,0.5
0.03745,0,0,0,0.5
0.0375,0,0,0,0.5
0.03755,0,0,0,0.5
0.0376,0,0,0,0.5
0.03765,0,0,0,0.5
0.0377,0,0,0,0.5
0.03775,0,0,0,0.5
0.0378,0,0,0,0.5
0.03785,0,0,0,0.5
0.0379,0,0,0,0.5
0.03795,0,0,0,0.5
0.038,0,0,0,0.5
0.03805,0,0,0,0.5
0.0381,0,0,0,0.5
0.03815,0,0,0,0.5
0.0382,0,0,0,0.5
0.03825,0,0,0,0.5
0.0383,0,0,0,0.5
0.03835,0,0,0,0.5
0.0384,0,0,0,0.5
0.03845,0,0,0,0.5
0.0385,0,0,0,0.5
0.03855,0,0,0,0.5
0.0386,0,0,0,0.5
0.03865,0,0,0,0.5
0.0387,0,0,0,0.5
0.03875,0,0,0,0.5
0.0388,0,0,0,0.5
0.03885,0,0,0,0.5
0.0389,0,0,0,0.5
0.03895,0,0,0,0.5
0.039,0,0,0,0.5
0.03905,0,0,0,0.5
0.0391,0,0,0,0.5
0.03915,0,0,0,0.5
0.0392,0,0,0,0.5
0.03925,0,0,0,0.5
0.0393,0,0,0,0.5
0.03935,0,0,0,0.5
0.0394,0,0,0,0.5
0.03945,0,0,0,0.5
0.0395,0,0,0,0.5
0.03955,0,0,0,0.5
0.0396,0,0,0,0.5
0.03965,0,0,0,0.5
0.0397,0,0,0,0.5
0.03975,0,0,0,0.5
0.0398,0,0,0,0.5
0.03985,0,0,0,0.5
0.0399,0,0,0,0.5
0.03995,0,0,0,0.5
0.04,0,0,0,0.5
0.04005,0,0,0,0.5
0.0401,0,0,0,0.5
0.04015,0,0,0,0.5
0.0402,0,0,0,0.5
0.04025,0,0,0,0.5
0.0403,0,0,0,0.5
0.04035,0,0,0,0.5
0.0404,0,0,0,0.5
0.04045,0,0,0,0.5
0.0405,0,0,0,0.5
0.04055,0,0,0,0.5
0.0406,0,0,0,0.5
0.04065,0,0,0,0.5
0.0407,0,0,0,0.5
0.04075,0,0,0,0.5
0.0408,0,0,0,0.5
0.04085,0,0,0,0.5
0.0409,0,0,0,0.5
0.04095,0,0,0,0.5
0.041,0,0,0,0.5
0.04105,0,0,0,0.5
0.0411,0,0,0,0.5
0.04115,0,0,0,0.5
0.0412,0,0,0,0.5
0.04125,0,0,0,0.5
0.0413,0,0,0,0.5
0.04135,0,0,0,0.5
0.0414,0,0,0,0.5
0.04145,0,0,0,0.5
0.0415,0,0,0,0.5
0.04155,0,0,0,0.5
0.0416,0,0,0,0.5
0.04165,0,0,0,0.5
0.0417,0,0,0,0.5
0.04175,0,0,0,0.5
0.0418,0,0,0,0.5
0.04185,0,0,0,0.5
0.0419,0,0,0,0.5
0.04195,0,0,0,0.5
0.042,0,0,0,0.5
0.04205,0,0,0,0.5
0.0421,0,0,0,0.5
0.04215,0,0,0,0.5
0.0422,0,0,0,0.5
0.04225,0,0,0,0.5
0.0423,0,0,0,0.5
0.04235,0,0,0,0.5
0.0424,0,0,0,0.5
0.04245,0,0,0,0.5
0.0425,0,0,0,0.5
0.04255,0,0,0,0.5
0.0426,0,0,0,0.5
0.04265,0,0,0,0.5
0.0427,0,0,0,0.5
0.04275,0,0,0,0.5
0.0428,0,0,0,0.5
0.04285,0,0,0,0.5
0.0429,0,0,0,0.5
0.04295,0,0,0,0.5
0.043,0,0,0,0.5
0.04305,0,0,0,0.5
0.0431,0,0,0,0.5
0.04315,0,0,0,0.5
0.0432,0,0,0,0.5
0.04325,0,0,0,0.5
0.0433,0,0,0,0.5
0.04335,0,0,0,0.5
0.0434,0,0,0,0.5
0.04345,0,0,0,0.5
0.0435,0,0,0,0.5
0.04355,0,0,0,0.5
0.0436,0,0,0,0.5
0.04365,0,0,0,0.5
0.0437,0,0,0,0.5
0.04375,0,0,0,0.5
0.0438,0,0,0,0.5
0.04385,0,0,0,0.5
0.0439,0,0,0,0.5
0.04395,0,0,0,0.5
0.044,0,0,0,0.5
0.04405,0,0,0,0.5
0.0441,0,0,0,0.5
0.04415,0,0,0,0.5
0.0442,0,0,0,0.5
0.04425,0,0,0,0.5
0.0443,0,0,0,0.5
0.04435,0,0,0,0.5
0.0444,0,0,0,0.5
0.04445,0,0,0,0.5
0.0445,0,0,0,0.5
0.04455,0,0,0,0.5
0.0446,0,0,0,0.5
0.04465,0,0,0,0.5
0.0447,0,0,0,0.5
0.04475,0,0,0,0.5
0.0448,0,0,0,0.5
0.04485,0,0,0,0.5
0.0449,0,0,0,0.5
0.04495,0,0,0,0.5
0.045,0,0,0,0.5
0.04505,0,0,0,0.5
0.0451,0,0,0,0.5
0.04515,0,0,0,0.5
0.0452,0,0,0,0.5
0.04525,0,0,0,0.5
0.0453,0,0,0,0.5
0.04535,0,0,0,0.5
0.0454,0,0,0,0.5
0.04545,0,0,0,0.5
0.0455,0,0,0,0.5
0.04555,0,0,0,0.5
0.0456,0,0,0,0.5
0.04565,0,0,0,0.5
0.0457,0,0,0,0.5
0.04575,0,0,0,0.5
0.0458,0,0,0,0.5
0.04585,0,0,0,0.5
0.0459,0,0,0,0.5
0.04595,0,0,0,0.5
0.046,0,0,0,0.5
0.04605,0,0,0,0.5
0.0461,0,0,0,0.5
0.04615,0,0,0,0.5
0.0462,0,0,0,0.5
0.04625,0,0,0,0.5
0.0463,0,0,0,0.5
0.04635,0,0,0,0.5
0.0464,0,0,0,0.5
0.04645,0,0,0,0.5
0.0465,0,0,0,0.5
0.04655,0,0,0,0.5
