retention_time_min,uv_mAU
0,0.4191043861
0.01,0.4222368832
0.02,0.4674385264
0.03,0.4154392481
0.04,0.4718022117
0.05,0.4053499028
0.06,0.4606644119
0.07,0.4484932777
0.08,0.4443471141
0.09,0.4384809332
0.1,0.4422732388
0.11,0.4577426282
0.12,0.4343532546
0.13,0.461350006
0.14,0.4695882798
0.15,0.4715483921
0.16,0.4846005216
0.17,0.4497216692
0.18,0.4815323471
0.19,0.4944685146
0.2,0.4766027918
0.21,0.4572200593
0.22,0.4260657295
0.23,0.4513237751
0.24,0.4351366701
0.25,0.4844124396
0.26,0.4731659767
0.27,0.4694163616
0.28,0.4984690483
0.29,0.4515378852
0.3,0.4323291794
0.31,0.5188179729
0.32,0.4655878554
0.33,0.472627844
0.34,0.465765784
0.35,0.4707454305
0.36,0.4430400459
0.37,0.509752802
0.38,0.4574368194
0.39,0.498972541
0.4,0.4877622984
0.41,0.48636567
0.42,0.4737172967
0.43,0.4655366564
0.44,0.4867606461
0.45,0.4669480403
0.46,0.5164093251
0.47,0.4840637986
0.48,0.49715832
0.49,0.4930439318
0.5,0.4789053353
0.51,0.5106052492
0.52,0.4725517271
0.53,0.5102608588
0.54,0.493916353
0.55,0.4824038577
0.56,0.4730963574
0.57,0.4599631212
0.58,0.5019238138
0.59,0.5097416701
0.6,0.4564551026
0.61,0.467149684
0.62,0.5115679755
0.63,0.5335054867
0.64,0.4755803215
0.65,0.5125140731
0.66,0.4980374884
0.67,0.4530864221
0.68,0.5259038194
0.69,0.4639789386
0.7,0.4800767518
0.71,0.5545187324
0.72,0.4807401014
0.73,0.4943565477
0.74,0.5175248743
0.75,0.5120363885
0.76,0.5272334171
0.77,0.5386565683
0.78,0.4707005397
0.79,0.4911601683
0.8,0.491133266
0.81,0.5131449143
0.82,0.5469358258
0.83,0.555259127
0.84,0.5043098307
0.85,0.5489909864
0.86,0.5412291617
0.87,0.4937377546
0.88,0.5037900969
0.89,0.5048659044
0.9,0.4943520009
0.91,0.4829181269
0.92,0.5815039728
0.93,0.571500205
0.94,0.5627799631
0.95,0.5362249179
0.96,0.5493542861
0.97,0.5498057293
0.98,0.5081405299
0.99,0.569321884
1,0.5321367902
1.01,0.5757736577
1.02,0.5524028883
1.03,0.5760443539
1.04,0.5660250687
1.05,0.5694149022
1.06,0.5373024953
1.07,0.5921449413
1.08,0.553418493
1.09,0.5608457946
1.1,0.5848939483
1.11,0.5827971823
1.12,0.5945671775
1.13,0.60258035
1.14,0.6149388046
1.15,0.6016968575
1.16,0.5839384549
1.17,0.6483808498
1.18,0.6277961083
1.19,0.6424617715
1.2,0.6444379977
1.21,0.6175253357
1.22,0.6415345583
1.23,0.6416284598
1.24,0.693218385
1.25,0.6167939298
1.26,0.6575578148
